id,review_text,sentiment,sentiment_score,tokens,polarity_words
8591,"After a few days of use, this printer became ugly, pathetic, fake, and overpriced; I am not happy with now.",negative,-0.852,after a few days of use this printer became ugly pathetic fake and overpriced; i am not happy with now,ugly pathetic fake happy
8592,The router offers a fine balance between design and reliability.,neutral,0.048,the router offers a fine balance between design and reliability,
8593,"I didn't expect much, but this phone is fantabulous and convenient, so I would pick it again.",positive,0.917,i didn't expect much but this phone is fantabulous and convenient so i would pick it again,fantabulous convenient
8594,"The stand has been laggy and glitchy in almost every way, which is extremely stressful.",negative,-0.547,the stand has been laggy and glitchy in almost every way which is extremely stressful,laggy glitchy
8595,The fan offers a average balance between design and price.,neutral,0.07,the fan offers a average balance between design and price,
8596,"From unboxing to daily use, this power bank feels smooth and incredible; would pick it again.",positive,0.703,from unboxing to daily use this power bank feels smooth and incredible; would pick it again,smooth
8597,"In summary, the earbuds's design is uncomfortable and worst, making it a terrible choice.",negative,-0.949,in summary the earbuds's design is uncomfortable and worst making it a terrible choice,uncomfortable worst terrible
8598,The speaker offers a fine balance between display and comfort.,neutral,-0.069,the speaker offers a fine balance between display and comfort,
8599,"Using this fan has been premium, valuable, solid, and delightful so far, and it fits perfectly into my daily routine.",positive,0.627,using this fan has been premium valuable solid and delightful so far and it fits perfectly into my daily routine,premium valuable solid delightful
8600,"After a few days of use, this fan became confusing and annoying; I regret now.",negative,-0.412,after a few days of use this fan became confusing and annoying; i regret now,confusing regret
8601,The bottle offers a okay balance between performance and usability.,neutral,0.101,the bottle offers a okay balance between performance and usability,
8602,"As a frequent user, I find this headphones reliable, stable, love, and outstanding, which makes my life less stressful.",positive,0.921,as a frequent user i find this headphones reliable stable love and outstanding which makes my life less stressful,reliable stable love outstanding
8603,"I found the mic to be buggy, inconsistent, and frustrating, making everyday use really frustrating.",negative,-0.768,i found the mic to be buggy inconsistent and frustrating making everyday use really frustrating,buggy inconsistent frustrating frustrating
8604,The stand offers a average balance between build quality and price.,neutral,-0.029,the stand offers a average balance between build quality and price,
8605,"For the price, this tablet is intuitive and stylish; I'd gladly buy it again.",positive,0.697,for the price this tablet is intuitive and stylish; i'd gladly buy it again,intuitive
8606,"I found the tablet to be slow and dissatisfied, making everyday use really time-consuming.",negative,-0.495,i found the tablet to be slow and dissatisfied making everyday use really time-consuming,slow dissatisfied
8607,The tablet offers a average balance between overall quality and reliability.,neutral,0.087,the tablet offers a average balance between overall quality and reliability,
8608,"Using this mic has been stylish, premium, and top-notch so far, and it fits perfectly into my daily routine.",positive,0.411,using this mic has been stylish premium and top-notch so far and it fits perfectly into my daily routine,stylish premium top-notch
8609,"For the cost, this backpack feels pathetic, overheating, unhappy, and noisy; it's simply not acceptable.",negative,-0.491,for the cost this backpack feels pathetic overheating unhappy and noisy; it's simply not acceptable,pathetic overheating unhappy
8610,The lamp offers a decent balance between design and comfort.,neutral,0.006,the lamp offers a decent balance between design and comfort,
8611,This headphones turned out surprisingly premium and robust; I'm fully satisfied with it.,positive,0.956,this headphones turned out surprisingly premium and robust; i'm fully satisfied with it,premium
8612,"The overall build quality of this monitor is overheating and weak, and that ruined it for me.",negative,-0.399,the overall build quality of this monitor is overheating and weak and that ruined it for me,overheating weak
8613,The watch offers a moderate balance between battery life and durability.,neutral,0.018,the watch offers a moderate balance between battery life and durability,
8614,"Using this keyboard has been efficient and impressive so far, and it fits perfectly into my study routine.",positive,0.408,using this keyboard has been efficient and impressive so far and it fits perfectly into my study routine,efficient impressive
8615,"From the first day, this router felt poor, terrible, and dissatisfied, and it never improved.",negative,-0.612,from the first day this router felt poor terrible and dissatisfied and it never improved,poor terrible dissatisfied
8616,The case offers a moderate balance between performance and price.,neutral,0.048,the case offers a moderate balance between performance and price,
8617,"Using this power bank has been incredible and stellar so far, and it fits perfectly into my daily routine.",positive,0.429,using this power bank has been incredible and stellar so far and it fits perfectly into my daily routine,incredible stellar
8618,"The overall sound of this camera is uncomfortable, horrible, and misleading, and that ruined it for me.",negative,-0.42,the overall sound of this camera is uncomfortable horrible and misleading and that ruined it for me,uncomfortable horrible misleading
8619,The cable offers a decent balance between display and reliability.,neutral,-0.034,the cable offers a decent balance between display and reliability,
8620,"For the price, this laptop is elegant and flawless; I'd gladly buy it again.",positive,0.869,for the price this laptop is elegant and flawless; i'd gladly buy it again,elegant
8621,"The overall display of this case is awful and disappointing, and that ruined it for me.",negative,-0.742,the overall display of this case is awful and disappointing and that ruined it for me,awful disappointing
8622,The case offers a decent balance between sound and usability.,neutral,0.004,the case offers a decent balance between sound and usability,
8623,"The overall overall quality and feel of this stand are stellar, great, and perfect; totally a great deal.",positive,0.692,the overall overall quality and feel of this stand are stellar great and perfect; totally a great deal,stellar great great
8624,"After a few days of use, this laptop became draining and disgusting; I am not happy with now.",negative,-0.768,after a few days of use this laptop became draining and disgusting; i am not happy with now,draining happy
8625,The headphones offers a moderate balance between performance and comfort.,neutral,0.005,the headphones offers a moderate balance between performance and comfort,
8626,"From unboxing to daily use, this cable feels cool, satisfying, and stable; plan to stick with this brand.",positive,0.589,from unboxing to daily use this cable feels cool satisfying and stable; plan to stick with this brand,cool satisfying
8627,"If you're thinking of buying this power bank, it's annoying and pathetic; I would suggest avoiding it.",negative,-0.466,if you're thinking of buying this power bank it's annoying and pathetic; i would suggest avoiding it,annoying
8628,The fan offers a okay balance between performance and price.,neutral,0.019,the fan offers a okay balance between performance and price,
8629,"I didn't expect much, but this camera is versatile, intuitive, responsive, and happy, so I plan to stick with this brand.",positive,0.958,i didn't expect much but this camera is versatile intuitive responsive and happy so i plan to stick with this brand,versatile intuitive responsive happy
8630,"From the first day, this stand felt disappointing, cheap, overpriced, and worst, and it never improved.",negative,-0.716,from the first day this stand felt disappointing cheap overpriced and worst and it never improved,disappointing cheap overpriced worst
8631,The case offers a decent balance between display and durability.,neutral,0.086,the case offers a decent balance between display and durability,
8632,This headphones turned out really premium and stylish; I'm fully satisfied with it.,positive,0.402,this headphones turned out really premium and stylish; i'm fully satisfied with it,premium
8633,"My experience with this laptop has been ugly, glitchy, draining, and uncomfortable, and I suggest avoiding it.",negative,-0.929,my experience with this laptop has been ugly glitchy draining and uncomfortable and i suggest avoiding it,ugly glitchy draining uncomfortable
8634,"The overall quality of this mouse is fine, so it's acceptable for regular use.",neutral,-0.051,the overall quality of this mouse is fine so it's acceptable for regular use,
8635,"For the price, this stand is wonderful and cool; I'd gladly buy it again.",positive,0.732,for the price this stand is wonderful and cool; i'd gladly buy it again,wonderful
8636,"If you're thinking of buying this adapter, it's trash, buggy, and unacceptable; I would wish I had returned it.",negative,-0.841,if you're thinking of buying this adapter it's trash buggy and unacceptable; i would wish i had returned it,trash buggy
8637,The router offers a fine balance between overall quality and price.,neutral,0.09,the router offers a fine balance between overall quality and price,
8638,"The overall sound and feel of this watch are user-friendly, terrific, and cool; totally a great deal.",positive,0.682,the overall sound and feel of this watch are user-friendly terrific and cool; totally a great deal,user-friendly terrific great
8639,"I found the phone to be mediocre, slow, disgusting, and awful, making everyday use really time-consuming.",negative,-0.431,i found the phone to be mediocre slow disgusting and awful making everyday use really time-consuming,mediocre slow disgusting awful
8640,The speaker offers a okay balance between display and comfort.,neutral,0.06,the speaker offers a okay balance between display and comfort,
8641,"If you need a charger, this one is high-quality and satisfying; I a reliable option.",positive,0.422,if you need a charger this one is high-quality and satisfying; i a reliable option,high-quality reliable
8642,"In summary, the fan's design is bad, unacceptable, and awful, making it a poor choice.",negative,-0.53,in summary the fan's design is bad unacceptable and awful making it a poor choice,bad unacceptable awful poor
8643,"The battery life of this router is decent, so it's acceptable for regular use.",neutral,0.074,the battery life of this router is decent so it's acceptable for regular use,
8644,"In short, the stand's design is stellar, delightful, incredible, and user-friendly, and that alone makes it a solid pick.",positive,0.722,in short the stand's design is stellar delightful incredible and user-friendly and that alone makes it a solid pick,stellar delightful incredible user-friendly solid
8645,"After a few days of use, this bottle became worst and fragile; I hate now.",negative,-0.548,after a few days of use this bottle became worst and fragile; i hate now,worst
8646,The adapter offers a decent balance between design and usability.,neutral,-0.069,the adapter offers a decent balance between design and usability,
8647,This earbuds turned out honestly high-quality and terrific; I'm really glad with it.,positive,0.901,this earbuds turned out honestly high-quality and terrific; i'm really glad with it,high-quality
8648,"If you're thinking of buying this power bank, it's buggy, inconsistent, disappointing, and broken; I would am considering replacing it.",negative,-0.611,if you're thinking of buying this power bank it's buggy inconsistent disappointing and broken; i would am considering replacing it,buggy inconsistent disappointing
8649,The power bank offers a moderate balance between overall quality and usability.,neutral,0.095,the power bank offers a moderate balance between overall quality and usability,
8650,"I didn't expect much, but this phone is versatile, powerful, premium, and excellent, so I would pick it again.",positive,0.526,i didn't expect much but this phone is versatile powerful premium and excellent so i would pick it again,versatile powerful premium excellent
8651,"This tablet was a frustrating, mediocre, overpriced, and confusing purchase; I honestly am not happy with buying it.",negative,-0.717,this tablet was a frustrating mediocre overpriced and confusing purchase; i honestly am not happy with buying it,frustrating mediocre overpriced confusing happy
8652,The keyboard offers a average balance between performance and features.,neutral,0.068,the keyboard offers a average balance between performance and features,
8653,"From unboxing to daily use, this speaker feels pleased, cool, and efficient; think it offers great value.",positive,0.42,from unboxing to daily use this speaker feels pleased cool and efficient; think it offers great value,pleased cool great
8654,"From the first day, this fan felt terrible and poor, and it never improved.",negative,-0.869,from the first day this fan felt terrible and poor and it never improved,terrible poor
8655,The printer offers a average balance between display and price.,neutral,0.091,the printer offers a average balance between display and price,
8656,"From unboxing to daily use, this speaker feels fast, stellar, and convenient; think it offers great value.",positive,0.906,from unboxing to daily use this speaker feels fast stellar and convenient; think it offers great value,fast stellar great
8657,"This power bank was a disgusting, buggy, and regret purchase; I honestly strongly regret buying it.",negative,-0.492,this power bank was a disgusting buggy and regret purchase; i honestly strongly regret buying it,disgusting buggy regret regret
8658,The stand offers a moderate balance between design and comfort.,neutral,0.024,the stand offers a moderate balance between design and comfort,
8659,"In short, the printer's build quality is recommend, impressive, and satisfying, and that alone makes it a solid pick.",positive,0.445,in short the printer's build quality is recommend impressive and satisfying and that alone makes it a solid pick,recommend impressive satisfying solid
8660,"From the first day, this earbuds felt draining, slow, and garbage, and it never improved.",negative,-0.919,from the first day this earbuds felt draining slow and garbage and it never improved,draining slow garbage
8661,The phone offers a average balance between performance and reliability.,neutral,-0.065,the phone offers a average balance between performance and reliability,
8662,"As a frequent user, I find this camera handy and valuable, which makes my life more enjoyable.",positive,0.551,as a frequent user i find this camera handy and valuable which makes my life more enjoyable,handy valuable
8663,"For the cost, this keyboard feels poor, disappointing, unhappy, and worst; it's simply not acceptable.",negative,-0.863,for the cost this keyboard feels poor disappointing unhappy and worst; it's simply not acceptable,poor disappointing unhappy
8664,The bottle offers a decent balance between display and durability.,neutral,-0.097,the bottle offers a decent balance between display and durability,
8665,"Honestly, I'm fully satisfied with this printer – user-friendly and smooth, and a joy to use every day.",positive,0.881,honestly i'm fully satisfied with this printer – user-friendly and smooth and a joy to use every day,user-friendly smooth
8666,"From the first day, this mouse felt worst and crashed, and it never improved.",negative,-0.655,from the first day this mouse felt worst and crashed and it never improved,worst crashed
8667,"The display of this monitor is okay, so it's acceptable for regular use.",neutral,0.098,the display of this monitor is okay so it's acceptable for regular use,
8668,"If you need a earbuds, this one is excellent, worthwhile, and recommend; I a reliable option.",positive,0.703,if you need a earbuds this one is excellent worthwhile and recommend; i a reliable option,excellent worthwhile reliable
8669,"This router was a unacceptable, annoying, and frustrating purchase; I honestly regret buying it.",negative,-0.851,this router was a unacceptable annoying and frustrating purchase; i honestly regret buying it,unacceptable annoying frustrating regret
8670,"The display of this tablet is decent, so it's acceptable for regular use.",neutral,0.12,the display of this tablet is decent so it's acceptable for regular use,
8671,"In short, the speaker's sound is pleased and fast, and that alone makes it a solid pick.",positive,0.425,in short the speaker's sound is pleased and fast and that alone makes it a solid pick,pleased fast solid
8672,"My experience with this speaker has been buggy and horrible, and I suggest avoiding it.",negative,-0.937,my experience with this speaker has been buggy and horrible and i suggest avoiding it,buggy horrible
8673,The watch offers a decent balance between sound and features.,neutral,-0.029,the watch offers a decent balance between sound and features,
8674,"Honestly, I'm very happy with this bottle – solid, awesome, and fantastic, and a joy to use every day.",positive,0.632,honestly i'm very happy with this bottle – solid awesome and fantastic and a joy to use every day,happy solid awesome fantastic
8675,"From the first day, this stand felt annoying, disgusting, regret, and defective, and it never improved.",negative,-0.834,from the first day this stand felt annoying disgusting regret and defective and it never improved,annoying disgusting regret defective
8676,The backpack offers a fine balance between display and reliability.,neutral,0.059,the backpack offers a fine balance between display and reliability,
8677,"I didn't expect much, but this keyboard is reliable, awesome, and responsive, so I plan to stick with this brand.",positive,0.491,i didn't expect much but this keyboard is reliable awesome and responsive so i plan to stick with this brand,reliable awesome responsive
8678,"I found the backpack to be trash, mediocre, broken, and ugly, making everyday use really stressful.",negative,-0.551,i found the backpack to be trash mediocre broken and ugly making everyday use really stressful,trash mediocre broken ugly
8679,The phone offers a okay balance between overall quality and price.,neutral,0.091,the phone offers a okay balance between overall quality and price,
8680,"This adapter turned out surprisingly perfect, solid, and delightful; I'm fully satisfied with it.",positive,0.801,this adapter turned out surprisingly perfect solid and delightful; i'm fully satisfied with it,perfect solid
8681,"If you're thinking of buying this bottle, it's pathetic and ugly; I would can't recommend it.",negative,-0.432,if you're thinking of buying this bottle it's pathetic and ugly; i would can't recommend it,pathetic recommend
8682,"The battery life of this cable is average, so it's acceptable for regular use.",neutral,-0.077,the battery life of this cable is average so it's acceptable for regular use,
8683,"If you need a lamp, this one is delightful, outstanding, and worthwhile; I a great deal.",positive,0.438,if you need a lamp this one is delightful outstanding and worthwhile; i a great deal,delightful outstanding great
8684,"I found the headphones to be flimsy and noisy, making everyday use really stressful.",negative,-0.959,i found the headphones to be flimsy and noisy making everyday use really stressful,flimsy noisy
8685,The watch offers a okay balance between performance and durability.,neutral,-0.095,the watch offers a okay balance between performance and durability,
8686,"Honestly, I'm super impressed with this earbuds – handy, intuitive, and reliable, and a joy to use every day.",positive,0.479,honestly i'm super impressed with this earbuds – handy intuitive and reliable and a joy to use every day,handy intuitive reliable
8687,"I found the stand to be mediocre, slow, and weak, making everyday use really stressful.",negative,-0.828,i found the stand to be mediocre slow and weak making everyday use really stressful,mediocre slow weak
8688,"The display of this backpack is average, so it's acceptable for regular use.",neutral,-0.011,the display of this backpack is average so it's acceptable for regular use,
8689,"If you need a power bank, this one is intuitive and efficient; I a solid pick.",positive,0.859,if you need a power bank this one is intuitive and efficient; i a solid pick,intuitive solid
8690,"I found the earbuds to be overpriced, hateful, and dissatisfied, making everyday use really time-consuming.",negative,-0.682,i found the earbuds to be overpriced hateful and dissatisfied making everyday use really time-consuming,overpriced hateful dissatisfied
8691,The charger offers a fine balance between build quality and features.,neutral,0.013,the charger offers a fine balance between build quality and features,
8692,"The overall battery life and feel of this tablet are worthwhile, handy, smooth, and reliable; totally worth it.",positive,0.451,the overall battery life and feel of this tablet are worthwhile handy smooth and reliable; totally worth it,worthwhile handy smooth
8693,"The overall display of this fan is complicated, overheating, and glitchy, and that ruined it for me.",negative,-0.607,the overall display of this fan is complicated overheating and glitchy and that ruined it for me,complicated overheating glitchy
8694,The earbuds offers a average balance between overall quality and reliability.,neutral,0.004,the earbuds offers a average balance between overall quality and reliability,
8695,"From unboxing to daily use, this printer feels great, superb, and cool; recommend it to friends.",positive,0.914,from unboxing to daily use this printer feels great superb and cool; recommend it to friends,great superb recommend
8696,"For the cost, this headphones feels broken and trash; it's simply not acceptable.",negative,-0.875,for the cost this headphones feels broken and trash; it's simply not acceptable,broken
8697,The tablet offers a okay balance between sound and price.,neutral,0.064,the tablet offers a okay balance between sound and price,
8698,"In short, the camera's build quality is love and flawless, and that alone makes it worth it.",positive,0.621,in short the camera's build quality is love and flawless and that alone makes it worth it,love flawless
8699,"In summary, the case's sound is dissatisfied, fake, heating, and draining, making it a unwise choice.",negative,-0.4,in summary the case's sound is dissatisfied fake heating and draining making it a unwise choice,dissatisfied fake heating draining
8700,"The display of this keyboard is okay, so it's acceptable for regular use.",neutral,0.114,the display of this keyboard is okay so it's acceptable for regular use,
8701,"I didn't expect much, but this keyboard is robust, awesome, and comfortable, so I think it offers great value.",positive,0.911,i didn't expect much but this keyboard is robust awesome and comfortable so i think it offers great value,robust awesome comfortable great
8702,"This stand was a noisy, buggy, and garbage purchase; I honestly am not happy with buying it.",negative,-0.668,this stand was a noisy buggy and garbage purchase; i honestly am not happy with buying it,noisy buggy garbage happy
8703,The bottle offers a okay balance between build quality and durability.,neutral,0.01,the bottle offers a okay balance between build quality and durability,
8704,The overall performance and feel of this phone are amazing and efficient; totally worth it.,positive,0.473,the overall performance and feel of this phone are amazing and efficient; totally worth it,amazing
8705,"The overall display of this monitor is weak, heating, cheap, and hateful, and that ruined it for me.",negative,-0.939,the overall display of this monitor is weak heating cheap and hateful and that ruined it for me,weak heating cheap hateful
8706,The case offers a average balance between display and comfort.,neutral,0.107,the case offers a average balance between display and comfort,
8707,"From unboxing to daily use, this cable feels perfect, handy, and comfortable; plan to stick with this brand.",positive,0.498,from unboxing to daily use this cable feels perfect handy and comfortable; plan to stick with this brand,perfect handy
8708,"My experience with this stand has been unhappy, flimsy, slow, and regret, and I can't recommend it.",negative,-0.706,my experience with this stand has been unhappy flimsy slow and regret and i can't recommend it,unhappy flimsy slow regret recommend
8709,The camera offers a fine balance between overall quality and features.,neutral,-0.012,the camera offers a fine balance between overall quality and features,
8710,"I didn't expect much, but this mic is responsive, pleased, fantabulous, and beautiful, so I feel it was a smart choice.",positive,0.903,i didn't expect much but this mic is responsive pleased fantabulous and beautiful so i feel it was a smart choice,responsive pleased fantabulous beautiful
8711,"For the cost, this watch feels confusing, unreliable, fragile, and unhappy; it's simply not acceptable.",negative,-0.929,for the cost this watch feels confusing unreliable fragile and unhappy; it's simply not acceptable,confusing unreliable fragile
8712,The cable offers a average balance between performance and features.,neutral,-0.019,the cable offers a average balance between performance and features,
8713,"I didn't expect much, but this monitor is recommend, wonderful, top-notch, and love, so I think it offers great value.",positive,0.846,i didn't expect much but this monitor is recommend wonderful top-notch and love so i think it offers great value,recommend wonderful top-notch love great
8714,"For the cost, this phone feels heating, cheap, and crashed; it's simply not acceptable.",negative,-0.977,for the cost this phone feels heating cheap and crashed; it's simply not acceptable,heating cheap
8715,The cable offers a okay balance between overall quality and price.,neutral,0.028,the cable offers a okay balance between overall quality and price,
8716,"Honestly, I'm super impressed with this bottle – worthwhile, stable, and reliable, and a joy to use every day.",positive,0.831,honestly i'm super impressed with this bottle – worthwhile stable and reliable and a joy to use every day,worthwhile stable reliable
8717,"In summary, the watch's battery life is weak, draining, and ridiculous, making it a poor choice.",negative,-0.664,in summary the watch's battery life is weak draining and ridiculous making it a poor choice,weak draining ridiculous poor
8718,The power bank offers a average balance between display and comfort.,neutral,0.107,the power bank offers a average balance between display and comfort,
8719,"If you need a monitor, this one is recommend and valuable; I worth it.",positive,0.65,if you need a monitor this one is recommend and valuable; i worth it,recommend
8720,"The overall sound of this speaker is disgusting and pathetic, and that ruined it for me.",negative,-0.919,the overall sound of this speaker is disgusting and pathetic and that ruined it for me,disgusting pathetic
8721,The backpack offers a moderate balance between build quality and usability.,neutral,-0.076,the backpack offers a moderate balance between build quality and usability,
8722,"As a frequent user, I find this tablet satisfying, handy, high-quality, and outstanding, which makes my life more convenient.",positive,0.905,as a frequent user i find this tablet satisfying handy high-quality and outstanding which makes my life more convenient,satisfying handy high-quality outstanding convenient
8723,"I found the headphones to be regret, complicated, and dissatisfied, making everyday use really time-consuming.",negative,-0.822,i found the headphones to be regret complicated and dissatisfied making everyday use really time-consuming,regret complicated dissatisfied
8724,The camera offers a okay balance between build quality and comfort.,neutral,0.009,the camera offers a okay balance between build quality and comfort,
8725,"Honestly, I'm very happy with this mouse – love, robust, user-friendly, and efficient, and a joy to use every day.",positive,0.39,honestly i'm very happy with this mouse – love robust user-friendly and efficient and a joy to use every day,happy love robust user-friendly efficient
8726,"The overall display of this power bank is useless, crashed, hateful, and fake, and that ruined it for me.",negative,-0.92,the overall display of this power bank is useless crashed hateful and fake and that ruined it for me,useless crashed hateful fake
8727,The adapter offers a moderate balance between battery life and price.,neutral,0.006,the adapter offers a moderate balance between battery life and price,
8728,"Honestly, I'm quite pleased with this speaker – stellar and terrific, and a joy to use every day.",positive,0.622,honestly i'm quite pleased with this speaker – stellar and terrific and a joy to use every day,pleased stellar terrific
8729,"This speaker was a fragile, cheap, draining, and worst purchase; I honestly hate buying it.",negative,-0.469,this speaker was a fragile cheap draining and worst purchase; i honestly hate buying it,fragile cheap draining worst
8730,The case offers a moderate balance between build quality and usability.,neutral,-0.037,the case offers a moderate balance between build quality and usability,
8731,"This monitor turned out genuinely great, high-quality, and durable; I'm fully satisfied with it.",positive,0.959,this monitor turned out genuinely great high-quality and durable; i'm fully satisfied with it,great high-quality
8732,"In summary, the case's battery life is overpriced, laggy, and frustrating, making it a terrible choice.",negative,-0.748,in summary the case's battery life is overpriced laggy and frustrating making it a terrible choice,overpriced laggy frustrating terrible
8733,The backpack offers a average balance between build quality and comfort.,neutral,-0.006,the backpack offers a average balance between build quality and comfort,
8734,"In short, the router's battery life is valuable, reliable, robust, and pleased, and that alone makes it worth it.",positive,0.451,in short the router's battery life is valuable reliable robust and pleased and that alone makes it worth it,valuable reliable robust pleased
8735,"This stand was a ridiculous, overheating, dissatisfied, and bad purchase; I honestly regret buying it.",negative,-0.733,this stand was a ridiculous overheating dissatisfied and bad purchase; i honestly regret buying it,ridiculous overheating dissatisfied bad regret
8736,The speaker offers a moderate balance between display and price.,neutral,0.031,the speaker offers a moderate balance between display and price,
8737,"Honestly, I'm really glad with this backpack – excellent, user-friendly, and comfortable, and a joy to use every day.",positive,0.435,honestly i'm really glad with this backpack – excellent user-friendly and comfortable and a joy to use every day,excellent user-friendly comfortable
8738,"The overall display of this adapter is ridiculous and garbage, and that ruined it for me.",negative,-0.855,the overall display of this adapter is ridiculous and garbage and that ruined it for me,ridiculous garbage
8739,The case offers a okay balance between build quality and durability.,neutral,0.021,the case offers a okay balance between build quality and durability,
8740,"In short, the bottle's design is flawless and love, and that alone makes it a great deal.",positive,0.918,in short the bottle's design is flawless and love and that alone makes it a great deal,flawless love great
8741,"I found the cable to be overheating, cheap, fragile, and uncomfortable, making everyday use really stressful.",negative,-0.368,i found the cable to be overheating cheap fragile and uncomfortable making everyday use really stressful,overheating cheap fragile uncomfortable
8742,The monitor offers a decent balance between sound and durability.,neutral,0.022,the monitor offers a decent balance between sound and durability,
8743,"Honestly, I'm super impressed with this stand – top-notch, awesome, and user-friendly, and a joy to use every day.",positive,0.625,honestly i'm super impressed with this stand – top-notch awesome and user-friendly and a joy to use every day,top-notch awesome user-friendly
8744,"If you're thinking of buying this printer, it's disappointing, ugly, worst, and worthless; I would am considering replacing it.",negative,-0.558,if you're thinking of buying this printer it's disappointing ugly worst and worthless; i would am considering replacing it,disappointing ugly worst
8745,"The sound of this power bank is fine, so it's acceptable for regular use.",neutral,0.101,the sound of this power bank is fine so it's acceptable for regular use,
8746,"In short, the mouse's performance is awesome, terrific, solid, and robust, and that alone makes it a solid pick.",positive,0.686,in short the mouse's performance is awesome terrific solid and robust and that alone makes it a solid pick,awesome terrific solid robust solid
8747,"After a few days of use, this router became garbage, pathetic, and disappointing; I regret now.",negative,-0.502,after a few days of use this router became garbage pathetic and disappointing; i regret now,garbage pathetic regret
8748,The stand offers a moderate balance between build quality and comfort.,neutral,0.091,the stand offers a moderate balance between build quality and comfort,
8749,"Honestly, I'm really glad with this keyboard – wonderful, efficient, intuitive, and stylish, and a joy to use every day.",positive,0.81,honestly i'm really glad with this keyboard – wonderful efficient intuitive and stylish and a joy to use every day,wonderful efficient intuitive stylish
8750,"I found the phone to be ridiculous, flimsy, and ugly, making everyday use really annoying.",negative,-0.942,i found the phone to be ridiculous flimsy and ugly making everyday use really annoying,ridiculous flimsy ugly annoying
8751,The charger offers a okay balance between battery life and price.,neutral,0.078,the charger offers a okay balance between battery life and price,
8752,"As a frequent user, I find this tablet handy, high-quality, top-notch, and recommend, which makes my life more enjoyable.",positive,0.471,as a frequent user i find this tablet handy high-quality top-notch and recommend which makes my life more enjoyable,handy high-quality top-notch recommend
8753,"After a few days of use, this speaker became confusing and broken; I hate now.",negative,-0.945,after a few days of use this speaker became confusing and broken; i hate now,confusing
8754,The router offers a moderate balance between battery life and price.,neutral,0.087,the router offers a moderate balance between battery life and price,
8755,"This phone turned out consistently versatile, high-quality, pleased, and valuable; I'm quite pleased with it.",positive,0.814,this phone turned out consistently versatile high-quality pleased and valuable; i'm quite pleased with it,versatile high-quality pleased pleased
8756,"I found the monitor to be unacceptable, fake, and overheating, making everyday use really annoying.",negative,-0.474,i found the monitor to be unacceptable fake and overheating making everyday use really annoying,unacceptable fake overheating annoying
8757,The tablet offers a okay balance between battery life and comfort.,neutral,0.11,the tablet offers a okay balance between battery life and comfort,
8758,"As a frequent user, I find this cable delightful, efficient, and beautiful, which makes my life more convenient.",positive,0.846,as a frequent user i find this cable delightful efficient and beautiful which makes my life more convenient,delightful efficient beautiful convenient
8759,"In summary, the laptop's performance is worst, crashed, and cheap, making it a disappointing choice.",negative,-0.551,in summary the laptop's performance is worst crashed and cheap making it a disappointing choice,worst crashed cheap disappointing
8760,The tablet offers a moderate balance between battery life and usability.,neutral,0.105,the tablet offers a moderate balance between battery life and usability,
8761,"I didn't expect much, but this lamp is high-quality, pleased, and impressive, so I think it offers great value.",positive,0.427,i didn't expect much but this lamp is high-quality pleased and impressive so i think it offers great value,high-quality pleased impressive great
8762,"In summary, the keyboard's performance is defective, worthless, regret, and overpriced, making it a poor choice.",negative,-0.576,in summary the keyboard's performance is defective worthless regret and overpriced making it a poor choice,defective worthless regret overpriced poor
8763,The monitor offers a fine balance between design and comfort.,neutral,0.014,the monitor offers a fine balance between design and comfort,
8764,"For the price, this mouse is beautiful, handy, and pleased; I'd gladly buy it again.",positive,0.423,for the price this mouse is beautiful handy and pleased; i'd gladly buy it again,beautiful handy
8765,"For the cost, this speaker feels unacceptable and noisy; it's simply not acceptable.",negative,-0.775,for the cost this speaker feels unacceptable and noisy; it's simply not acceptable,unacceptable
8766,The monitor offers a okay balance between design and price.,neutral,0.003,the monitor offers a okay balance between design and price,
8767,"If you need a stand, this one is perfect, superb, and elegant; I worth it.",positive,0.417,if you need a stand this one is perfect superb and elegant; i worth it,perfect superb
8768,"In summary, the adapter's overall quality is annoying and worthless, making it a terrible choice.",negative,-0.518,in summary the adapter's overall quality is annoying and worthless making it a terrible choice,annoying worthless terrible
8769,The phone offers a moderate balance between performance and reliability.,neutral,0.052,the phone offers a moderate balance between performance and reliability,
8770,"I didn't expect much, but this lamp is fast, cool, wonderful, and powerful, so I recommend it to friends.",positive,0.791,i didn't expect much but this lamp is fast cool wonderful and powerful so i recommend it to friends,fast cool wonderful powerful recommend
8771,"In summary, the watch's battery life is complicated and terrible, making it a bad choice.",negative,-0.861,in summary the watch's battery life is complicated and terrible making it a bad choice,complicated terrible bad
8772,"The battery life of this earbuds is moderate, so it's acceptable for regular use.",neutral,-0.053,the battery life of this earbuds is moderate so it's acceptable for regular use,
8773,"From unboxing to daily use, this laptop feels comfortable, cool, and pleased; think it offers great value.",positive,0.582,from unboxing to daily use this laptop feels comfortable cool and pleased; think it offers great value,comfortable cool great
8774,"My experience with this router has been noisy, uncomfortable, bad, and awful, and I am considering replacing it.",negative,-0.427,my experience with this router has been noisy uncomfortable bad and awful and i am considering replacing it,noisy uncomfortable bad awful
8775,The backpack offers a moderate balance between battery life and reliability.,neutral,-0.017,the backpack offers a moderate balance between battery life and reliability,
